"title","description","tags","category"
"Outline cloud concepts after dinner","This is learning work for a course or personal study plan.","education,study,notes","EDUCATION"
"Solve cloud concepts for practice","The task improves understanding before a class or exam.","education,exam,revision","EDUCATION"
"Watch cloud concepts for tomorrow","A school assignment needs progress and review.","education,practice,homework","EDUCATION"
"Compare cloud concepts before class","The material should be practiced until it feels clear.","education,language,learning","EDUCATION"
"Annotate cloud concepts with flashcards","The study session needs notes examples and repetition.","education,research,university","EDUCATION"
"Prepare cloud concepts for the quiz","This is learning work for a course or personal study plan.","education,coding,practice","EDUCATION"
"Study ethics notes from lecture notes","The task improves understanding before a class or exam.","education,study,notes","EDUCATION"
"Revise ethics notes in one hour","A school assignment needs progress and review.","education,exam,revision","EDUCATION"
"Practice ethics notes after dinner","The material should be practiced until it feels clear.","education,practice,homework","EDUCATION"
"Summarize ethics notes for practice","The study session needs notes examples and repetition.","education,language,learning","EDUCATION"
"Memorize ethics notes for tomorrow","This is learning work for a course or personal study plan.","education,research,university","EDUCATION"
"Research ethics notes before class","The task improves understanding before a class or exam.","education,coding,practice","EDUCATION"
"Outline ethics notes with flashcards","A school assignment needs progress and review.","education,study,notes","EDUCATION"
"Solve ethics notes for the quiz","The material should be practiced until it feels clear.","education,exam,revision","EDUCATION"
"Watch ethics notes from lecture notes","The study session needs notes examples and repetition.","education,practice,homework","EDUCATION"
"Compare ethics notes in one hour","This is learning work for a course or personal study plan.","education,language,learning","EDUCATION"
"Annotate ethics notes after dinner","The task improves understanding before a class or exam.","education,research,university","EDUCATION"
"Prepare ethics notes for practice","A school assignment needs progress and review.","education,coding,practice","EDUCATION"
"Study biology diagrams for tomorrow","The material should be practiced until it feels clear.","education,study,notes","EDUCATION"
"Revise biology diagrams before class","The study session needs notes examples and repetition.","education,exam,revision","EDUCATION"
"Practice biology diagrams with flashcards","This is learning work for a course or personal study plan.","education,practice,homework","EDUCATION"
"Summarize biology diagrams for the quiz","The task improves understanding before a class or exam.","education,language,learning","EDUCATION"
"Memorize biology diagrams from lecture notes","A school assignment needs progress and review.","education,research,university","EDUCATION"
"Research biology diagrams in one hour","The material should be practiced until it feels clear.","education,coding,practice","EDUCATION"
"Outline biology diagrams after dinner","The study session needs notes examples and repetition.","education,study,notes","EDUCATION"
"Solve biology diagrams for practice","This is learning work for a course or personal study plan.","education,exam,revision","EDUCATION"
"Watch biology diagrams for tomorrow","The task improves understanding before a class or exam.","education,practice,homework","EDUCATION"
"Compare biology diagrams before class","A school assignment needs progress and review.","education,language,learning","EDUCATION"
"Annotate biology diagrams with flashcards","The material should be practiced until it feels clear.","education,research,university","EDUCATION"
"Prepare biology diagrams for the quiz","The study session needs notes examples and repetition.","education,coding,practice","EDUCATION"
"Study French verbs from lecture notes","This is learning work for a course or personal study plan.","education,study,notes","EDUCATION"
"Revise French verbs in one hour","The task improves understanding before a class or exam.","education,exam,revision","EDUCATION"
"Practice French verbs after dinner","A school assignment needs progress and review.","education,practice,homework","EDUCATION"
"Summarize French verbs for practice","The material should be practiced until it feels clear.","education,language,learning","EDUCATION"
"Memorize French verbs for tomorrow","The study session needs notes examples and repetition.","education,research,university","EDUCATION"
"Research French verbs before class","This is learning work for a course or personal study plan.","education,coding,practice","EDUCATION"
"Card check","Review recent transactions","finance,card","FINANCE"
"Save cash","Move money into savings","finance,savings","FINANCE"
"Bill due","A payment deadline is close","finance,bills","FINANCE"
"Tax stuff","Sort tax documents","finance,taxes","FINANCE"
"Budget time","Plan spending limits","finance,budget","FINANCE"
"Fee alert","Unexpected bank fee appeared","finance,fees","FINANCE"
"Cancel plan","Stop unused subscription","finance,subscriptions","FINANCE"
"The wallet is side-eyeing me","Spending has been too loose this week","finance,budget,weird","FINANCE"
"Invoice confetti everywhere","Several small bills need sorting today","finance,bills,weird","FINANCE"
"Budget went sideways","Planned expenses no longer match reality","finance,budget,weird","FINANCE"
"Find the vanishing euros","Track where the cash withdrawals went","finance,cash,weird","FINANCE"
"Subscription soup","Too many recurring services are mixed together","finance,subscriptions,weird","FINANCE"
"Receipt mountain audit","Organize a pile of purchase receipts","finance,receipts,weird","FINANCE"
"Pay rent balance this week","This is about money bills budgeting or financial planning.","finance,bills,deadline","FINANCE"
"Check rent balance before payday","The task involves checking payments and avoiding late fees.","finance,budget,planning","FINANCE"
"Track rent balance after salary","A financial record needs review before the next decision.","finance,banking,tracking","FINANCE"
"Compare rent balance for next month","Spending or savings should be tracked more carefully.","finance,savings,goals","FINANCE"
"Update rent balance in the app","The task belongs to personal finance administration.","finance,subscriptions,cancel","FINANCE"
"Review rent balance with receipts","This is about money bills budgeting or financial planning.","finance,taxes,records","FINANCE"
"Plan rent balance before deadline","The task involves checking payments and avoiding late fees.","finance,bills,deadline","FINANCE"
"Cancel rent balance for the household","A financial record needs review before the next decision.","finance,budget,planning","FINANCE"
"Calculate rent balance this week","Spending or savings should be tracked more carefully.","finance,banking,tracking","FINANCE"
"Transfer rent balance before payday","The task belongs to personal finance administration.","finance,savings,goals","FINANCE"
"Reconcile rent balance after salary","This is about money bills budgeting or financial planning.","finance,subscriptions,cancel","FINANCE"
"Estimate rent balance for next month","The task involves checking payments and avoiding late fees.","finance,taxes,records","FINANCE"
"Pay card statement in the app","A financial record needs review before the next decision.","finance,bills,deadline","FINANCE"
"Check card statement with receipts","Spending or savings should be tracked more carefully.","finance,budget,planning","FINANCE"
"Track card statement before deadline","The task belongs to personal finance administration.","finance,banking,tracking","FINANCE"
"Compare card statement for the household","This is about money bills budgeting or financial planning.","finance,savings,goals","FINANCE"
"Update card statement this week","The task involves checking payments and avoiding late fees.","finance,subscriptions,cancel","FINANCE"
"Review card statement before payday","A financial record needs review before the next decision.","finance,taxes,records","FINANCE"
"Plan card statement after salary","Spending or savings should be tracked more carefully.","finance,bills,deadline","FINANCE"
"Cancel card statement for next month","The task belongs to personal finance administration.","finance,budget,planning","FINANCE"
"Calculate card statement in the app","This is about money bills budgeting or financial planning.","finance,banking,tracking","FINANCE"
"Transfer card statement with receipts","The task involves checking payments and avoiding late fees.","finance,savings,goals","FINANCE"
"Reconcile card statement before deadline","A financial record needs review before the next decision.","finance,subscriptions,cancel","FINANCE"
"Estimate card statement for the household","Spending or savings should be tracked more carefully.","finance,taxes,records","FINANCE"
"Pay savings target this week","The task belongs to personal finance administration.","finance,bills,deadline","FINANCE"
"Check savings target before payday","This is about money bills budgeting or financial planning.","finance,budget,planning","FINANCE"
"Track savings target after salary","The task involves checking payments and avoiding late fees.","finance,banking,tracking","FINANCE"
"Compare savings target for next month","A financial record needs review before the next decision.","finance,savings,goals","FINANCE"
"Update savings target in the app","Spending or savings should be tracked more carefully.","finance,subscriptions,cancel","FINANCE"
"Review savings target with receipts","The task belongs to personal finance administration.","finance,taxes,records","FINANCE"
"Plan savings target before deadline","This is about money bills budgeting or financial planning.","finance,bills,deadline","FINANCE"
